Metabolite,RT,MZ,Intensity
15.53_227.2010m/z,15.53,227.201,3566.69337
15.53_333.2799m/z,15.53,333.2799,5039.486188
15.53_435.3478m/z,15.53,435.3478,10912.12983
15.53_519.4053m/z,15.53,519.4053,62879.62431
15.54_210.0777m/z,15.54,210.0777,329.3812155
15.54_409.2629m/z,15.54,409.2629,36224.3232
15.54_571.4363m/z,15.54,571.4363,4713.635359
15.54_168.9882m/z,15.54,168.9882,5470.994475
15.54_615.3777m/z,15.54,615.3777,2983.127072
15.54_762.5082m/z,15.54,762.5082,41002.91989
15.55_114.0085m/z,15.55,114.0085,24.14917127
15.55_115.0289m/z,15.55,115.0289,39.56906077
15.55_144.0555m/z,15.55,144.0555,266.5110497
15.55_155.0351m/z,15.55,155.0351,263.2320442
15.55_163.0612m/z,15.55,163.0612,162.7403315
15.55_182.0463m/z,15.55,182.0463,82.28176796
15.55_196.0621m/z,15.55,196.0621,103.3895028
15.55_237.0892m/z,15.55,237.0892,214.0911602
15.55_333.2633m/z,15.55,333.2633,4112.549724
15.55_120.0190m/z,15.55,120.019,62.94198895
15.55_169.0509m/z,15.55,169.0509,166.6022099
15.56_148.0503m/z,15.56,148.0503,215.8646409
15.56_341.1980m/z,15.56,341.198,136.6933702
15.56_591.4626m/z,15.56,591.4626,98020.30387
15.56_842.5814m/z,15.56,842.5814,168.8425414
15.56_124.0504m/z,15.56,124.0504,142.4530387
15.56_425.2581m/z,15.56,425.2581,2238.61326
15.56_681.4743m/z,15.56,681.4743,2105.607735
15.57_165.0182m/z,15.57,165.0182,7652.571823
15.57_437.3635m/z,15.57,437.3635,6436.364641
15.57_748.5289m/z,15.57,748.5289,141884.7099
15.57_188.0932m/z,15.57,188.0932,68.18232044
15.57_210.0778m/z,15.57,210.0778,129.5469613
15.57_237.0890m/z,15.57,237.089,216.9530387
15.57_495.4055m/z,15.57,495.4055,9564.825967
15.57_539.4315m/z,15.57,539.4315,50933.55249
15.58_349.2419m/z,15.58,349.2419,30444.34254
15.58_391.2525m/z,15.58,391.2525,4837.842541
15.58_451.3797m/z,15.58,451.3797,4269.20442
15.58_765.5066m/z,15.58,765.5066,157010.5442
15.58_842.5500m/z,15.58,842.55,14826.64088
15.58_341.1972m/z,15.58,341.1972,238.5082873
15.58_449.3125m/z,15.58,449.3125,89400.64088
15.59_495.3089m/z,15.59,495.3089,5691.174033
15.59_843.5920m/z,15.59,843.592,276.7320442
15.59_117.0193m/z,15.59,117.0193,12.28453039
15.59_122.0346m/z,15.59,122.0346,68.33701657
15.59_149.9932m/z,15.59,149.9932,2662.229282
15.59_569.4783m/z,15.59,569.4783,14265.90331
15.59_148.0504m/z,15.59,148.0504,108.8121547
15.59_491.3742m/z,15.59,491.3742,80293.33149
15.59_493.3909m/z,15.59,493.3909,11564.20166
15.59_527.3503m/z,15.59,527.3503,3516.872928
15.59_528.3532m/z,15.59,528.3532,1292.220994
15.59_722.5130m/z,15.59,722.513,71974.12431
15.59_841.5749m/z,15.59,841.5749,2454.212707
15.60_353.2004m/z,15.6,353.2004,42778.33149
15.60_501.3949m/z,15.6,501.3949,75211.66022
15.60_107.0366m/z,15.6,107.0366,15.05524862
15.60_163.0613m/z,15.6,163.0613,342.2707182
15.60_168.9882m/z,15.6,168.9882,4607.850829
15.60_298.0698m/z,15.6,298.0698,966.2651934
15.60_596.4971m/z,15.6,596.4971,2603.196133
15.61_89.0130m/z,15.61,89.013,45.75138122
15.61_146.0711m/z,15.61,146.0711,78.98895028
15.61_237.0890m/z,15.61,237.089,245.4944751
15.61_227.2011m/z,15.61,227.2011,8066.875691
15.61_359.2957m/z,15.61,359.2957,9596.486188
15.61_537.3714m/z,15.61,537.3714,1525.712707
15.62_83.0235m/z,15.62,83.0235,6565.941989
15.62_118.0397m/z,15.62,118.0397,1942.082873
15.62_130.0273m/z,15.62,130.0273,12.05248619
15.62_133.0587m/z,15.62,133.0587,453.3922652
15.62_140.0242m/z,15.62,140.0242,27.30110497
15.62_141.0193m/z,15.62,141.0193,369.320442
15.62_144.0555m/z,15.62,144.0555,354.4502762
15.62_155.0351m/z,15.62,155.0351,500.7541436
15.62_158.0542m/z,15.62,158.0542,55.47237569
15.62_167.0352m/z,15.62,167.0352,627.8977901
15.62_169.0508m/z,15.62,169.0508,183.8093923
15.62_170.0461m/z,15.62,170.0461,135.8535912
15.62_182.0462m/z,15.62,182.0462,185.5248619
15.62_183.0665m/z,15.62,183.0665,227.3149171
15.62_186.0775m/z,15.62,186.0775,3317.21547
15.62_196.0620m/z,15.62,196.062,182.3314917
15.62_198.0777m/z,15.62,198.0777,1425.176796
15.62_210.0778m/z,15.62,210.0778,218.2762431
15.62_253.2172m/z,15.62,253.2172,20683.42541
15.62_535.3822m/z,15.62,535.3822,1548.063536
15.62_567.4627m/z,15.62,567.4627,42690.06354
15.62_121.0507m/z,15.62,121.0507,5337.751381
15.62_149.9932m/z,15.62,149.9932,631.2513812
15.62_511.4001m/z,15.62,511.4001,9980.953039
15.63_213.0146m/z,15.63,213.0146,45624.44475
15.63_816.5761m/z,15.63,816.5761,837743.5552
15.63_504.3905m/z,15.63,504.3905,469.7348066
15.63_575.4679m/z,15.63,575.4679,103407.4392
15.63_843.5935m/z,15.63,843.5935,266.5055249
15.63_128.0340m/z,15.63,128.034,1784.077348
15.63_225.0889m/z,15.63,225.0889,559.378453
15.63_341.1984m/z,15.63,341.1984,52.69337017
15.63_421.3688m/z,15.63,421.3688,4322.165746
15.63_441.3948m/z,15.63,441.3948,31910.24033
15.63_453.2891m/z,15.63,453.2891,12733.70718
15.64_91.0285m/z,15.64,91.0285,490.1049724
15.64_148.0504m/z,15.64,148.0504,213.9337017
15.64_161.0822m/z,15.64,161.0822,99.07458564
15.64_173.0821m/z,15.64,173.0821,811.0165746
15.64_196.0242m/z,15.64,196.0242,78027.0663
15.64_200.0933m/z,15.64,200.0933,379.4364641
15.64_238.0844m/z,15.64,238.0844,42.85911602
15.64_252.1003m/z,15.64,252.1003,149.9558011
15.64_298.0697m/z,15.64,298.0697,1002.665746
15.64_457.3453m/z,15.64,457.3453,2664.088398
15.64_477.3716m/z,15.64,477.3716,28219.62431
15.64_443.4011m/z,15.64,443.4011,736.3342541
15.64_463.3795m/z,15.64,463.3795,2780.447514
15.64_526.4115m/z,15.64,526.4115,1635.961326
15.65_327.1881m/z,15.65,327.1881,10.6519337
15.65_449.3637m/z,15.65,449.3637,148558.1823
15.65_124.0504m/z,15.65,124.0504,185.2127072
15.65_251.1321m/z,15.65,251.1321,1258.969613
15.65_742.5384m/z,15.65,742.5384,5821.472376
15.66_92.0239m/z,15.66,92.0239,956.9447514
15.66_147.0664m/z,15.66,147.0664,2242.417127
15.66_213.0885m/z,15.66,213.0885,7423.522099
15.66_425.3638m/z,15.66,425.3638,39248.89227
15.66_669.4582m/z,15.66,669.4582,17236.01105
15.66_842.5792m/z,15.66,842.5792,547.9198895
15.66_89.0130m/z,15.66,89.013,60.1519337
15.66_93.0078m/z,15.66,93.0078,18.22928177
15.66_114.0084m/z,15.66,114.0084,30.66298343
15.66_120.0190m/z,15.66,120.019,108.1298343
15.66_147.0298m/z,15.66,147.0298,34.64917127
15.66_163.0613m/z,15.66,163.0613,259.4060773
15.66_169.0508m/z,15.66,169.0508,141.3508287
15.66_170.0459m/z,15.66,170.0459,161.0690608
15.66_196.0618m/z,15.66,196.0618,124.5469613
15.66_210.0778m/z,15.66,210.0778,147.7707182
15.67_149.9932m/z,15.67,149.9932,617.6298343
15.67_493.3898m/z,15.67,493.3898,17815.46409
15.67_475.3791m/z,15.67,475.3791,13218.15746
15.67_591.4627m/z,15.67,591.4627,102715.6133
15.68_435.3477m/z,15.68,435.3477,866.3453039
15.68_117.0194m/z,15.68,117.0194,32
15.68_146.0711m/z,15.68,146.0711,155.198895
15.68_156.0555m/z,15.68,156.0555,91.73480663
15.68_185.0821m/z,15.68,185.0821,172.0939227
15.68_295.2641m/z,15.68,295.2641,20705.94751
15.68_567.4627m/z,15.68,567.4627,50275.06906
15.68_571.4972m/z,15.68,571.4972,23651.97238
15.69_171.0665m/z,15.69,171.0665,17151.99171
15.69_107.0366m/z,15.69,107.0366,75.24861878
15.69_169.0508m/z,15.69,169.0508,96.95856354
15.69_327.1885m/z,15.69,327.1885,24.31767956
15.69_491.3596m/z,15.69,491.3596,11918.94751
15.69_547.4315m/z,15.69,547.4315,2726.035912
15.69_707.4899m/z,15.69,707.4899,8674.776243
15.70_451.3796m/z,15.7,451.3796,28082.23204
15.70_545.4209m/z,15.7,545.4209,44094.38122
15.70_497.3150m/z,15.7,497.315,893.3535912
15.71_91.0286m/z,15.71,91.0286,175.1270718
15.71_94.9794m/z,15.71,94.9794,484.0441989
15.71_120.0190m/z,15.71,120.019,49.48342541
15.71_122.0347m/z,15.71,122.0347,85.02486188
15.71_155.0351m/z,15.71,155.0351,337.7154696
15.72_89.0130m/z,15.72,89.013,64.96961326
15.72_141.0193m/z,15.72,141.0193,249.0607735
15.72_163.0614m/z,15.72,163.0614,160.5801105
15.72_333.2631m/z,15.72,333.2631,9842.361878
15.72_421.3687m/z,15.72,421.3687,6146.093923
15.73_144.0554m/z,15.73,144.0554,271.5441989
15.73_457.3454m/z,15.73,457.3454,5346.997238
15.73_795.1476m/z,15.73,795.1476,1192.563536
15.73_251.1321m/z,15.73,251.1321,2805.809392
15.73_475.3790m/z,15.73,475.379,11764.64088
15.73_493.3899m/z,15.73,493.3899,14849.83149
15.73_519.4053m/z,15.73,519.4053,37085.59392
15.73_589.3430m/z,15.73,589.343,1165.162983
15.73_591.3404m/z,15.73,591.3404,411.3038674
15.73_629.4551m/z,15.73,629.4551,15092.5221
15.73_103.0161m/z,15.73,103.0161,7.701657459
15.73_122.0346m/z,15.73,122.0346,58.20165746
15.73_327.1881m/z,15.73,327.1881,45.27348066
15.73_593.4783m/z,15.73,593.4783,1339138.517
15.74_149.9933m/z,15.74,149.9933,947.7209945
15.74_615.4602m/z,15.74,615.4602,13435.0221
15.74_252.1002m/z,15.74,252.1002,252.1685083
15.75_168.9882m/z,15.75,168.9882,4934.055249
15.75_465.3277m/z,15.75,465.3277,110.8895028
15.75_517.3896m/z,15.75,517.3896,6617.834254
15.75_537.4158m/z,15.75,537.4158,9004.359116
15.75_146.0710m/z,15.75,146.071,74.37569061
15.75_298.0699m/z,15.75,298.0699,986.9060773
15.76_120.0190m/z,15.76,120.019,70.50552486
15.76_128.0340m/z,15.76,128.034,1152.59116
15.76_297.2798m/z,15.76,297.2798,3508.707182
15.76_495.4055m/z,15.76,495.4055,87488.86188
15.76_465.3247m/z,15.76,465.3247,195.9475138
15.77_441.2628m/z,15.77,441.2628,4152.726519
15.77_750.5431m/z,15.77,750.5431,21519.98343
15.77_93.0079m/z,15.77,93.0079,27.52762431
15.77_120.0190m/z,15.77,120.019,54.8121547
15.77_122.0347m/z,15.77,122.0347,122.218232
15.77_155.0351m/z,15.77,155.0351,666.9337017
15.77_161.0823m/z,15.77,161.0823,91.09116022
15.77_169.0509m/z,15.77,169.0509,114.0027624
15.77_170.0462m/z,15.77,170.0462,110.0607735
15.77_173.0820m/z,15.77,173.082,281.1160221
15.77_182.0463m/z,15.77,182.0463,198.198895
15.77_196.0621m/z,15.77,196.0621,121.2486188
15.77_200.0933m/z,15.77,200.0933,144.2928177
15.77_210.0780m/z,15.77,210.078,138.9944751
15.77_124.0504m/z,15.77,124.0504,144.0883978
15.77_133.0395m/z,15.77,133.0395,404.9640884
15.77_148.0505m/z,15.77,148.0505,158.6519337
15.77_158.0460m/z,15.77,158.046,148.3093923
15.77_163.0614m/z,15.77,163.0614,267.2320442
15.77_237.0891m/z,15.77,237.0891,156.441989
15.77_252.1003m/z,15.77,252.1003,150.6823204
15.77_443.2603m/z,15.77,443.2603,1872.414365
15.78_89.0130m/z,15.78,89.013,48.21270718
15.78_441.2759m/z,15.78,441.2759,176.6022099
15.78_149.9933m/z,15.78,149.9933,1043.756906
15.78_501.3950m/z,15.78,501.395,55646.44751
15.78_513.4159m/z,15.78,513.4159,7713.906077
15.79_144.0555m/z,15.79,144.0555,338.4917127
15.79_198.0777m/z,15.79,198.0777,772.4696133
15.79_225.0889m/z,15.79,225.0889,464.1546961
15.79_409.3687m/z,15.79,409.3687,6900.966851
15.79_573.4520m/z,15.79,573.452,536419.6243
15.79_609.4287m/z,15.79,609.4287,7226.273481
15.79_168.9882m/z,15.79,168.9882,2206.392265
15.79_445.3444m/z,15.79,445.3444,3113.201657
15.79_447.3468m/z,15.79,447.3468,2769.679558
15.79_451.3795m/z,15.79,451.3795,4049.370166
15.79_491.3592m/z,15.79,491.3592,27592.26519
15.80_146.0712m/z,15.8,146.0712,70.14917127
15.80_173.0820m/z,15.8,173.082,332.9116022
15.80_381.2318m/z,15.8,381.2318,2052.439227
15.80_467.3741m/z,15.8,467.3741,13847.63812
15.80_517.2607m/z,15.8,517.2607,10324.58011
15.81_503.4109m/z,15.81,503.4109,12312.85912
15.81_515.4101m/z,15.81,515.4101,14709.09945
15.81_539.4315m/z,15.81,539.4315,28473.57459
15.81_124.0504m/z,15.81,124.0504,109.698895
15.81_148.0505m/z,15.81,148.0505,73.40331492
15.81_196.0619m/z,15.81,196.0619,115.7569061
15.81_227.2011m/z,15.81,227.2011,3886.129834
15.81_465.3311m/z,15.81,465.3311,63.29558011
15.82_505.3749m/z,15.82,505.3749,123712.1381
15.82_724.5270m/z,15.82,724.527,4820.660221
15.83_89.0130m/z,15.83,89.013,48.85911602
15.83_120.0190m/z,15.83,120.019,61.96132597
15.83_128.0340m/z,15.83,128.034,2085.038674
15.83_629.4550m/z,15.83,629.455,7597.466851
15.83_327.1821m/z,15.83,327.1821,164.4558011
15.83_333.2631m/z,15.83,333.2631,17542.37569
15.83_521.4210m/z,15.83,521.421,102441.7707
15.83_615.4600m/z,15.83,615.46,3283.259669
15.83_463.3281m/z,15.83,463.3281,165708.1657
15.83_795.1477m/z,15.83,795.1477,474.640884
15.84_149.9932m/z,15.84,149.9932,711.6022099
15.84_439.3792m/z,15.84,439.3792,6986.138122
15.84_449.3124m/z,15.84,449.3124,19747.8453
15.84_465.3318m/z,15.84,465.3318,69.37845304
15.84_493.3898m/z,15.84,493.3898,18776.93923
15.84_495.4055m/z,15.84,495.4055,108768.5663
15.84_557.3977m/z,15.84,557.3977,2147.491713
15.84_114.0085m/z,15.84,114.0085,31.62707182
15.84_124.0504m/z,15.84,124.0504,111.718232
15.84_531.3828m/z,15.84,531.3828,5145.441989
15.84_845.5675m/z,15.84,845.5675,78113.51381
15.85_90.0082m/z,15.85,90.0082,1823.400552
15.85_93.0079m/z,15.85,93.0079,27.74033149
15.85_103.0161m/z,15.85,103.0161,17.06629834
15.85_120.0190m/z,15.85,120.019,76.71823204
15.85_122.0347m/z,15.85,122.0347,191.1049724
15.85_143.0351m/z,15.85,143.0351,492.3066298
15.85_147.0300m/z,15.85,147.03,38.97513812
15.85_147.0664m/z,15.85,147.0664,2166.61326
15.85_148.0503m/z,15.85,148.0503,215.718232
15.85_158.0460m/z,15.85,158.046,257.441989
15.85_169.0509m/z,15.85,169.0509,242.8425414
15.85_170.0461m/z,15.85,170.0461,324.9779006
15.85_182.0461m/z,15.85,182.0461,74.1961326
15.85_239.1047m/z,15.85,239.1047,268.0469613
15.85_393.2849m/z,15.85,393.2849,107667.5608
15.85_136.0503m/z,15.85,136.0503,151.198895
15.85_145.0507m/z,15.85,145.0507,16451.35635
15.85_828.5768m/z,15.85,828.5768,206964.9088
15.85_842.5896m/z,15.85,842.5896,81704.66851
15.86_174.0774m/z,15.86,174.0774,80.61049724
15.86_369.3010m/z,15.86,369.301,6804.10221
15.86_409.3687m/z,15.86,409.3687,4702.972376
15.86_89.0130m/z,15.86,89.013,69.28453039
15.86_106.0367m/z,15.86,106.0367,26.66574586
15.86_116.0241m/z,15.86,116.0241,4263.417127
15.86_119.0431m/z,15.86,119.0431,41.46132597
15.86_133.0395m/z,15.86,133.0395,444.6712707
15.86_146.0710m/z,15.86,146.071,235.6022099
15.86_161.0820m/z,15.86,161.082,136.8812155
15.86_183.0666m/z,15.86,183.0666,3280.58011
15.86_252.1001m/z,15.86,252.1001,204.1077348
15.86_577.3743m/z,15.86,577.3743,11213.77348
15.87_91.0286m/z,15.87,91.0286,1308.392265
15.87_445.3447m/z,15.87,445.3447,3171.171271
15.87_477.3953m/z,15.87,477.3953,3972.889503
15.87_173.0820m/z,15.87,173.082,346.9502762
15.87_144.0554m/z,15.87,144.0554,527.5828729
15.88_351.2516m/z,15.88,351.2516,5154.331492
15.88_365.2671m/z,15.88,365.2671,9782.455801
15.88_463.3554m/z,15.88,463.3554,1909.107735
15.88_369.2397m/z,15.88,369.2397,266444.3232
15.88_515.4100m/z,15.88,515.41,2773.837017
15.89_200.0934m/z,15.89,200.0934,202.5828729
15.89_329.2698m/z,15.89,329.2698,2401.629834
15.89_427.3789m/z,15.89,427.3789,2634.082873
15.89_517.3893m/z,15.89,517.3893,21900.49171
15.89_94.9794m/z,15.89,94.9794,514.9116022
15.89_519.4056m/z,15.89,519.4056,15164.8674
15.89_531.3820m/z,15.89,531.382,6840.657459
15.89_547.4365m/z,15.89,547.4365,25627.93646
15.89_617.5339m/z,15.89,617.5339,48302.21271
15.90_93.0078m/z,15.9,93.0078,21.90607735
15.90_120.0190m/z,15.9,120.019,55.74585635
15.90_122.0346m/z,15.9,122.0346,71.12430939
15.90_141.0193m/z,15.9,141.0193,187.1325967
15.90_156.0302m/z,15.9,156.0302,265.0497238
15.90_182.0462m/z,15.9,182.0462,208.0939227
15.90_283.2139m/z,15.9,283.2139,2285.138122
15.90_283.3149m/z,15.9,283.3149,1901.593923
15.90_321.2379m/z,15.9,321.2379,16249.22099
15.90_341.2229m/z,15.9,341.2229,28206.03039
15.90_439.2841m/z,15.9,439.2841,885398.7348
15.90_449.3635m/z,15.9,449.3635,33780.21823
15.90_495.4053m/z,15.9,495.4053,119236.2818
15.90_503.4106m/z,15.9,503.4106,30781.52762
15.90_575.4677m/z,15.9,575.4677,46473.35635
15.90_589.5173m/z,15.9,589.5173,25676.56077
15.90_729.6255m/z,15.9,729.6255,58181.20442
15.90_210.0779m/z,15.9,210.0779,617.8618785
15.90_285.2699m/z,15.9,285.2699,58401.47238
15.90_319.2408m/z,15.9,319.2408,51216.75414
15.90_379.2519m/z,15.9,379.2519,2648.607735
15.90_383.1897m/z,15.9,383.1897,4337.80663
15.90_475.3790m/z,15.9,475.379,37963.38674
15.90_567.5353m/z,15.9,567.5353,266841.1575
15.90_569.4789m/z,15.9,569.4789,5253.281768
15.90_571.4355m/z,15.9,571.4355,2127.955801
15.90_591.4625m/z,15.9,591.4625,44952.13812
15.90_687.5782m/z,15.9,687.5782,99924.66851
15.91_114.0084m/z,15.91,114.0084,21.83149171
15.91_167.0352m/z,15.91,167.0352,165.4475138
15.91_169.0509m/z,15.91,169.0509,242.1519337
15.91_196.0620m/z,15.91,196.062,484.8038674
15.91_439.3791m/z,15.91,439.3791,4012.262431
15.91_521.4207m/z,15.91,521.4207,50692.97238
15.91_283.2517m/z,15.91,283.2517,611.4364641
15.91_351.2210m/z,15.91,351.221,1896.143646
15.91_451.3794m/z,15.91,451.3794,39512.34254
15.91_523.4370m/z,15.91,523.437,8417.303867
15.91_593.4782m/z,15.91,593.4782,679476.6105
15.91_629.4550m/z,15.91,629.455,3495.477901
15.92_567.4628m/z,15.92,567.4628,18644.89503
15.92_595.4936m/z,15.92,595.4936,188343.1851
15.92_795.5947m/z,15.92,795.5947,866564.0746
15.92_109.0394m/z,15.92,109.0394,2066.077348
15.92_119.0431m/z,15.92,119.0431,117.4005525
15.92_133.0587m/z,15.92,133.0587,182.7292818
15.92_145.0507m/z,15.92,145.0507,8410.262431
15.92_147.0663m/z,15.92,147.0663,2649.953039
15.92_148.0503m/z,15.92,148.0503,62.30939227
15.92_155.0351m/z,15.92,155.0351,987.7430939
15.92_159.0664m/z,15.92,159.0664,2912.063536
15.92_163.0614m/z,15.92,163.0614,128.6243094
15.92_173.0820m/z,15.92,173.082,230.3314917
15.92_186.0775m/z,15.92,186.0775,3243.044199
15.92_198.0776m/z,15.92,198.0776,1236.712707
15.92_200.0934m/z,15.92,200.0934,108.9254144
15.92_213.0885m/z,15.92,213.0885,3355.662983
15.92_225.0889m/z,15.92,225.0889,348.3259669
15.92_237.0890m/z,15.92,237.089,389.4668508
15.92_433.3087m/z,15.92,433.3087,3843.483425
15.92_471.3242m/z,15.92,471.3242,3372.566298
15.93_283.3150m/z,15.93,283.315,372.7292818
15.93_351.2516m/z,15.93,351.2516,6353.685083
15.93_365.2672m/z,15.93,365.2672,24884.59116
15.93_397.3321m/z,15.93,397.3321,12616.34807
15.93_501.3949m/z,15.93,501.3949,47739.03591
15.93_593.5508m/z,15.93,593.5508,13083.24309
15.94_103.0161m/z,15.94,103.0161,7.508287293
15.94_345.2566m/z,15.94,345.2566,4942.453039
15.94_347.2535m/z,15.94,347.2535,1054.729282
15.94_122.0346m/z,15.94,122.0346,66.29834254
15.94_144.0303m/z,15.94,144.0303,4.754143646
15.94_154.0272m/z,15.94,154.0272,8.193370166
15.94_170.0460m/z,15.94,170.046,50.86187845
15.94_182.0461m/z,15.94,182.0461,84.89502762
15.94_209.0574m/z,15.94,209.0574,36.30662983
15.94_311.2864m/z,15.94,311.2864,3212.234807
15.94_818.5483m/z,15.94,818.5483,1361581.47
15.95_124.0502m/z,15.95,124.0502,96.4640884
15.96_103.0161m/z,15.96,103.0161,9.624309392
15.96_120.0190m/z,15.96,120.019,103.9171271
15.96_147.0299m/z,15.96,147.0299,40.02762431
15.96_491.3590m/z,15.96,491.359,3718.176796
15.96_115.0288m/z,15.96,115.0288,53.27624309
15.96_121.0506m/z,15.96,121.0506,1264.698895
15.96_183.0665m/z,15.96,183.0665,1896.502762
15.97_128.0340m/z,15.97,128.034,2069.925414
15.97_802.5587m/z,15.97,802.5587,564696.0884
15.97_93.0079m/z,15.97,93.0079,34.40331492
15.97_106.0368m/z,15.97,106.0368,56.30110497
15.97_117.0193m/z,15.97,117.0193,45.95027624
15.97_134.0346m/z,15.97,134.0346,162.6740331
15.97_148.0503m/z,15.97,148.0503,118.0524862
15.97_158.0460m/z,15.97,158.046,234.2237569
15.97_161.0821m/z,15.97,161.0821,121.3066298
15.97_163.0613m/z,15.97,163.0613,271.0055249
15.97_174.0773m/z,15.97,174.0773,70.03038674
15.97_200.0932m/z,15.97,200.0932,149.4502762
15.97_227.1044m/z,15.97,227.1044,134.3342541
15.97_239.1046m/z,15.97,239.1046,186.7209945
15.97_252.1001m/z,15.97,252.1001,229.5883978
15.97_748.5286m/z,15.97,748.5286,84353.64365
15.98_156.0554m/z,15.98,156.0554,158.3453039
15.98_166.0135m/z,15.98,166.0135,642.0110497
15.98_168.9881m/z,15.98,168.9881,886.9668508
15.98_169.0508m/z,15.98,169.0508,191.5966851
15.98_237.0889m/z,15.98,237.0889,566.9834254
15.98_433.3453m/z,15.98,433.3453,19371.24862
15.98_477.3950m/z,15.98,477.395,2202.033149
15.98_327.1802m/z,15.98,327.1802,276.7790055
15.98_397.3685m/z,15.98,397.3685,33034.04696
15.98_493.3898m/z,15.98,493.3898,12002.98895
15.99_297.2799m/z,15.99,297.2799,1612.814917
15.99_445.3447m/z,15.99,445.3447,1252.262431
15.99_503.4107m/z,15.99,503.4107,48973.06906
15.99_591.4630m/z,15.99,591.463,7406.820442
16.00_146.0710m/z,16,146.071,55.63535912
16.00_210.0778m/z,16,210.0778,138.781768
16.00_223.0278m/z,16,223.0278,1057.571823
16.00_519.4053m/z,16,519.4053,20598.51934
16.00_529.4258m/z,16,529.4258,12104.38674
16.00_575.4678m/z,16,575.4678,49069.54972
16.00_89.0130m/z,16,89.013,45.73756906
16.00_114.0085m/z,16,114.0085,50.48618785
16.00_120.0190m/z,16,120.019,91.0359116
16.00_170.0461m/z,16,170.0461,576.3922652
16.00_196.0619m/z,16,196.0619,285.0027624
16.00_197.0573m/z,16,197.0573,98.27624309
16.00_409.3687m/z,16,409.3687,2107.132597
16.00_722.5132m/z,16,722.5132,29027.37017
16.01_149.9933m/z,16.01,149.9933,678.5524862
16.01_227.2010m/z,16.01,227.201,1747.428177
16.01_353.2003m/z,16.01,353.2003,7375.033149
16.01_92.0239m/z,16.01,92.0239,818.5220994
16.01_107.0237m/z,16.01,107.0237,3542.867403
16.01_130.0273m/z,16.01,130.0273,24.94198895
16.01_567.4628m/z,16.01,567.4628,8334.196133
16.02_144.0555m/z,16.02,144.0555,450.9889503
16.02_146.0711m/z,16.02,146.0711,117.7651934
16.02_148.0503m/z,16.02,148.0503,110.9143646
16.02_158.0459m/z,16.02,158.0459,440.461326
16.02_161.0820m/z,16.02,161.082,119.7928177
16.02_172.0697m/z,16.02,172.0697,375.801105
16.02_173.0820m/z,16.02,173.082,360.2707182
16.02_182.0461m/z,16.02,182.0461,361.9364641
