Metabolite,RT,MZ,Intensity
15.18_107.0237m/z,15.18,107.0237,33.22371134
15.18_134.0347m/z,15.18,134.0347,72.7443299
15.18_141.0193m/z,15.18,141.0193,14.89175258
15.18_196.0620m/z,15.18,196.062,51.7742268
15.18_309.1742m/z,15.18,309.1742,1334.169072
15.19_509.3847m/z,15.19,509.3847,2141.771134
15.19_129.0320m/z,15.19,129.032,4.218556701
15.19_144.0555m/z,15.19,144.0555,86.54639175
15.19_156.0556m/z,15.19,156.0556,28.2556701
15.19_210.0778m/z,15.19,210.0778,95.81752577
15.19_237.0891m/z,15.19,237.0891,83.90206186
15.19_303.2002m/z,15.19,303.2002,10324.81237
15.20_473.3495m/z,15.2,473.3495,11375.98454
15.20_539.4317m/z,15.2,539.4317,218196.4258
15.20_407.2954m/z,15.2,407.2954,270.0443299
15.20_589.5202m/z,15.2,589.5202,5741.406186
15.20_810.5667m/z,15.2,810.5667,2062.638144
15.20_309.2708m/z,15.2,309.2708,5739.964948
15.20_365.2229m/z,15.2,365.2229,3330.242268
15.20_375.2519m/z,15.2,375.2519,9421.77732
15.20_389.2675m/z,15.2,389.2675,6751.393814
15.21_213.0886m/z,15.21,213.0886,325.2731959
15.21_349.2749m/z,15.21,349.2749,3460.447423
15.22_155.0352m/z,15.22,155.0352,55.06701031
15.22_161.0821m/z,15.22,161.0821,37.07010309
15.22_435.3483m/z,15.22,435.3483,4905.228866
15.22_517.3899m/z,15.22,517.3899,17024.37526
15.23_106.0279m/z,15.23,106.0279,10.68762887
15.23_173.0821m/z,15.23,173.0821,199.3597938
15.23_200.0934m/z,15.23,200.0934,47.16804124
15.23_210.0778m/z,15.23,210.0778,66.75876289
15.23_565.4477m/z,15.23,565.4477,1569.901031
15.24_106.0368m/z,15.24,106.0368,3.573195876
15.24_120.0191m/z,15.24,120.0191,15.27525773
15.24_403.3068m/z,15.24,403.3068,1631.57732
15.24_327.2907m/z,15.24,327.2907,21128.72165
15.24_469.3900m/z,15.24,469.39,3765.729897
15.25_279.2331m/z,15.25,279.2331,4100.072165
15.25_491.3739m/z,15.25,491.3739,21077.13196
15.25_842.5851m/z,15.25,842.5851,535.2195876
15.25_307.1951m/z,15.25,307.1951,1895372.587
15.25_423.3483m/z,15.25,423.3483,27318.10103
15.26_183.0667m/z,15.26,183.0667,167.9814433
15.26_473.3635m/z,15.26,473.3635,84127.66186
15.26_565.4475m/z,15.26,565.4475,8561.883505
15.26_748.5305m/z,15.26,748.5305,162544.0495
15.26_91.0287m/z,15.26,91.0287,84.13917526
15.26_93.0080m/z,15.26,93.008,18.41546392
15.26_107.0238m/z,15.26,107.0238,164.2824742
15.26_107.0431m/z,15.26,107.0431,1205.005155
15.26_109.0394m/z,15.26,109.0394,434.943299
15.26_118.0398m/z,15.26,118.0398,499.3618557
15.26_120.0555m/z,15.26,120.0555,602.7319588
15.26_133.0508m/z,15.26,133.0508,1034.720619
15.26_134.0348m/z,15.26,134.0348,197.8164948
15.26_145.0509m/z,15.26,145.0509,2710.2
15.26_147.0665m/z,15.26,147.0665,236.6649485
15.26_148.0505m/z,15.26,148.0505,313.3185567
15.26_157.0508m/z,15.26,157.0508,1573.980412
15.26_159.0665m/z,15.26,159.0665,730.7
15.26_161.0823m/z,15.26,161.0823,27.92783505
15.26_171.0666m/z,15.26,171.0666,2659.640206
15.26_186.0776m/z,15.26,186.0776,334.3278351
15.26_198.0778m/z,15.26,198.0778,360.9917526
15.26_213.0886m/z,15.26,213.0886,504.3845361
15.26_225.0890m/z,15.26,225.089,159.5628866
15.26_237.0892m/z,15.26,237.0892,176.6041237
15.26_411.3482m/z,15.26,411.3482,17644.80206
15.27_368.2355m/z,15.27,368.2355,2205.594845
15.28_269.2487m/z,15.28,269.2487,231973.1289
15.28_351.2519m/z,15.28,351.2519,6510.72268
15.28_83.0236m/z,15.28,83.0236,1425.127835
15.28_122.0347m/z,15.28,122.0347,155.6391753
15.28_141.0192m/z,15.28,141.0192,6.379381443
15.28_155.0352m/z,15.28,155.0352,45.04742268
15.28_156.0298m/z,15.28,156.0298,122.3010309
15.28_160.0617m/z,15.28,160.0617,23.62474227
15.28_182.0463m/z,15.28,182.0463,35.07525773
15.29_169.0508m/z,15.29,169.0508,63.68762887
15.29_196.0622m/z,15.29,196.0622,35.70412371
15.29_210.0779m/z,15.29,210.0779,55.84845361
15.29_411.2424m/z,15.29,411.2424,13222.45979
15.29_465.3586m/z,15.29,465.3586,11744.75361
15.29_517.3899m/z,15.29,517.3899,16894.26082
15.29_535.4006m/z,15.29,535.4006,23575.09278
15.30_297.2435m/z,15.3,297.2435,7822.802062
15.30_467.3747m/z,15.3,467.3747,3517.396907
15.31_395.3895m/z,15.31,395.3895,22339.57423
15.31_844.9492m/z,15.31,844.9492,11413.65567
15.31_337.2057m/z,15.31,337.2057,1079532.02
15.31_449.3640m/z,15.31,449.364,385723.7763
15.32_519.4057m/z,15.32,519.4057,35228.56082
15.33_171.1380m/z,15.33,171.138,7034.798969
15.33_437.3639m/z,15.33,437.3639,5904.283505
15.33_144.0554m/z,15.33,144.0554,57.08865979
15.33_163.0615m/z,15.33,163.0615,95.77525773
15.33_173.0820m/z,15.33,173.082,274.6474227
15.33_573.4525m/z,15.33,573.4525,33379.37938
15.34_355.2857m/z,15.34,355.2857,4213.345361
15.34_491.3606m/z,15.34,491.3606,35399.09381
15.34_92.0239m/z,15.34,92.0239,141.4453608
15.35_517.3899m/z,15.35,517.3899,19471.64845
15.35_158.0460m/z,15.35,158.046,111.9587629
15.35_327.2544m/z,15.35,327.2544,1631.659794
15.35_738.5393m/z,15.35,738.5393,114239.867
15.35_133.0508m/z,15.35,133.0508,1706.138144
15.35_166.0136m/z,15.35,166.0136,1112.896907
15.35_465.3587m/z,15.35,465.3587,20289.23711
15.35_545.4212m/z,15.35,545.4212,3288.445361
15.35_762.5092m/z,15.35,762.5092,1465.819588
15.36_333.2635m/z,15.36,333.2635,9617.737113
15.36_449.3128m/z,15.36,449.3128,51321.30515
15.36_513.4162m/z,15.36,513.4162,415.8123711
15.36_714.5086m/z,15.36,714.5086,1118.604124
15.36_802.5613m/z,15.36,802.5613,2069452.881
15.36_115.0024m/z,15.36,115.0024,3083.458763
15.36_148.0505m/z,15.36,148.0505,137.328866
15.37_327.2907m/z,15.37,327.2907,15262.30619
15.37_83.0236m/z,15.37,83.0236,2246.191753
15.37_90.0083m/z,15.37,90.0083,292.0731959
15.37_116.0242m/z,15.37,116.0242,262.3041237
15.37_122.0347m/z,15.37,122.0347,84.23402062
15.37_134.0348m/z,15.37,134.0348,344.2639175
15.38_299.2592m/z,15.38,299.2592,3442.592784
15.38_493.3902m/z,15.38,493.3902,151382.8969
15.38_742.5392m/z,15.38,742.5392,10938.60206
15.39_327.1808m/z,15.39,327.1808,8907.346392
15.39_519.4055m/z,15.39,519.4055,28681.31443
15.39_144.0555m/z,15.39,144.0555,79.8371134
15.39_155.8645m/z,15.39,155.8645,577.2010309
15.39_537.4165m/z,15.39,537.4165,7094.565979
15.39_539.4318m/z,15.39,539.4318,101701.9505
15.39_575.4682m/z,15.39,575.4682,30372.65773
15.40_333.2802m/z,15.4,333.2802,9027.038144
15.40_467.3748m/z,15.4,467.3748,3725.873196
15.40_579.2252m/z,15.4,579.2252,14776.06082
15.40_155.0351m/z,15.4,155.0351,116.2443299
15.40_170.0461m/z,15.4,170.0461,59.42164948
15.40_208.0610m/z,15.4,208.061,2370.142268
15.40_255.1139m/z,15.4,255.1139,3954.620619
15.40_495.4064m/z,15.4,495.4064,6109.234021
15.40_597.2354m/z,15.4,597.2354,10337.97113
15.40_642.2207m/z,15.4,642.2207,41269.30722
15.40_664.2415m/z,15.4,664.2415,18147.3866
15.41_93.0079m/z,15.41,93.0079,21.71134021
15.41_120.0555m/z,15.41,120.0555,1434.407216
15.41_153.8674m/z,15.41,153.8674,1954.887629
15.41_157.0509m/z,15.41,157.0509,2067.517526
15.41_171.0666m/z,15.41,171.0666,2427.543299
15.41_283.1089m/z,15.41,283.1089,68502.12268
15.41_473.3636m/z,15.41,473.3636,16744.67835
15.41_565.4470m/z,15.41,565.447,4595.939175
15.41_583.2562m/z,15.41,583.2562,56098.16186
15.41_615.2015m/z,15.41,615.2015,183722.9825
15.41_123.0551m/z,15.41,123.0551,653.0278351
15.41_210.0779m/z,15.41,210.0779,59.99690722
15.41_252.1003m/z,15.41,252.1003,52.46907216
15.41_455.2685m/z,15.41,455.2685,4198.591753
15.42_148.0504m/z,15.42,148.0504,63.34948454
15.42_501.3955m/z,15.42,501.3955,29663.23299
15.42_563.4317m/z,15.42,563.4317,16419.59794
15.42_403.3067m/z,15.42,403.3067,23041.40619
15.42_417.3225m/z,15.42,417.3225,30811.0299
15.42_499.3796m/z,15.42,499.3796,9653.15567
15.43_180.9886m/z,15.43,180.9886,3385.127835
15.43_461.3638m/z,15.43,461.3638,3146.510309
15.43_571.4367m/z,15.43,571.4367,5952.529897
15.43_627.5570m/z,15.43,627.557,8246.098969
15.44_337.2360m/z,15.44,337.236,7870.659794
15.44_351.2517m/z,15.44,351.2517,6515.865979
15.44_271.2551m/z,15.44,271.2551,3553.521649
15.44_327.2073m/z,15.44,327.2073,1024.680412
15.44_353.2009m/z,15.44,353.2009,2239.668041
15.44_567.4631m/z,15.44,567.4631,43670.84639
15.44_327.1885m/z,15.44,327.1885,25.47113402
15.44_427.3700m/z,15.44,427.37,3632.608247
15.45_116.0242m/z,15.45,116.0242,239.2783505
15.45_121.0507m/z,15.45,121.0507,825.2412371
15.45_130.0399m/z,15.45,130.0399,2068.490722
15.45_147.0665m/z,15.45,147.0665,295.3329897
15.45_155.0352m/z,15.45,155.0352,51.65670103
15.45_173.0820m/z,15.45,173.082,180.1103093
15.45_184.0619m/z,15.45,184.0619,48.66804124
15.45_186.0776m/z,15.45,186.0776,442.8030928
15.45_198.0778m/z,15.45,198.0778,206.8659794
15.45_200.0934m/z,15.45,200.0934,41.20515464
15.45_213.0886m/z,15.45,213.0886,887.4309278
15.45_237.0891m/z,15.45,237.0891,85.27731959
15.45_251.1322m/z,15.45,251.1322,2522.942268
15.45_413.3639m/z,15.45,413.3639,5676.24433
15.45_425.3641m/z,15.45,425.3641,192233.9866
15.46_90.0083m/z,15.46,90.0083,218.3608247
15.46_92.0240m/z,15.46,92.024,107.5824742
15.46_118.0398m/z,15.46,118.0398,614.428866
15.46_122.0347m/z,15.46,122.0347,82.09587629
15.46_141.0194m/z,15.46,141.0194,13.73814433
15.46_159.0665m/z,15.46,159.0665,582.1783505
15.46_196.0620m/z,15.46,196.062,35.80412371
15.46_225.0891m/z,15.46,225.0891,123.3865979
15.46_313.1664m/z,15.46,313.1664,151.7278351
15.46_593.4787m/z,15.46,593.4787,431511.7742
15.46_596.4891m/z,15.46,596.4891,753.1381443
15.46_842.5893m/z,15.46,842.5893,950.2484536
15.47_91.0206m/z,15.47,91.0206,594.1814433
15.47_149.0084m/z,15.47,149.0084,2633.841237
15.47_165.0398m/z,15.47,165.0398,5659.62268
15.47_223.0279m/z,15.47,223.0279,5518.792784
15.47_239.0594m/z,15.47,239.0594,3173.636082
15.47_297.0473m/z,15.47,297.0473,5084.116495
15.47_313.0787m/z,15.47,313.0787,20181.36082
15.47_645.1304m/z,15.47,645.1304,215789.5351
15.47_655.1593m/z,15.47,655.1593,17502.60103
15.47_694.1703m/z,15.47,694.1703,8715.184536
15.48_447.3481m/z,15.48,447.3481,19632.94227
15.48_475.3794m/z,15.48,475.3794,65333.26804
15.48_517.3899m/z,15.48,517.3899,18709.13814
15.48_549.3828m/z,15.48,549.3828,171.7298969
15.49_495.4061m/z,15.49,495.4061,3816.761856
15.49_155.0352m/z,15.49,155.0352,35.31958763
15.49_198.0777m/z,15.49,198.0777,79.98041237
15.49_844.5964m/z,15.49,844.5964,140.9247423
15.50_381.2319m/z,15.5,381.2319,721690.7907
15.50_445.3689m/z,15.5,445.3689,1360.130928
15.50_461.3640m/z,15.5,461.364,4846.515464
15.51_435.3481m/z,15.51,435.3481,10266.36701
15.51_333.2801m/z,15.51,333.2801,7260.03299
15.51_519.4056m/z,15.51,519.4056,55604.45876
15.51_567.4631m/z,15.51,567.4631,34076.31649
15.52_90.0083m/z,15.52,90.0083,116.1680412
15.52_124.0504m/z,15.52,124.0504,99.01546392
15.52_155.0352m/z,15.52,155.0352,56.99381443
15.52_198.0778m/z,15.52,198.0778,122.2226804
15.52_225.0890m/z,15.52,225.089,95.24639175
15.52_573.4525m/z,15.52,573.4525,33180.72474
15.53_491.3597m/z,15.53,491.3597,8347.098969
15.54_165.0183m/z,15.54,165.0183,4511.291753
15.54_437.3640m/z,15.54,437.364,6474.624742
15.55_120.0555m/z,15.55,120.0555,464.4948454
15.55_121.0507m/z,15.55,121.0507,265.528866
15.55_383.3533m/z,15.55,383.3533,3693.176289
15.55_467.3745m/z,15.55,467.3745,4598.246392
15.55_495.4058m/z,15.55,495.4058,13071.26186
15.55_844.5641m/z,15.55,844.5641,1229.11134
15.56_92.0239m/z,15.56,92.0239,88.08041237
15.56_541.4384m/z,15.56,541.4384,924.7515464
15.56_183.0667m/z,15.56,183.0667,157.6484536
15.56_321.2106m/z,15.56,321.2106,188154.2268
15.57_90.0083m/z,15.57,90.0083,105.0474227
15.57_116.0242m/z,15.57,116.0242,201.8680412
15.57_196.0621m/z,15.57,196.0621,29.04948454
15.57_225.0890m/z,15.57,225.089,87.06597938
15.58_425.2583m/z,15.58,425.2583,382199.4412
15.58_474.2867m/z,15.58,474.2867,13208.59175
15.58_491.3745m/z,15.58,491.3745,51536.35979
15.58_527.3510m/z,15.58,527.351,1627.651546
15.58_122.0347m/z,15.58,122.0347,34.66597938
15.58_569.4788m/z,15.58,569.4788,10475.44124
15.59_501.3953m/z,15.59,501.3953,56289.22577
15.59_816.5766m/z,15.59,816.5766,713799.6866
15.59_198.0778m/z,15.59,198.0778,138.3082474
15.59_351.2213m/z,15.59,351.2213,794048.9165
15.60_359.2959m/z,15.6,359.2959,12071.90722
15.60_155.0352m/z,15.6,155.0352,48.17010309
15.61_130.0399m/z,15.61,130.0399,3064.034021
15.61_144.0555m/z,15.61,144.0555,66.01134021
15.61_157.0509m/z,15.61,157.0509,2250.153608
15.61_159.0665m/z,15.61,159.0665,914.8536082
15.61_171.0666m/z,15.61,171.0666,3978.575258
15.61_186.0776m/z,15.61,186.0776,732.3896907
15.61_213.0886m/z,15.61,213.0886,793.7474227
15.61_120.0191m/z,15.61,120.0191,20.75154639
15.61_511.4004m/z,15.61,511.4004,7165.475258
15.61_567.4631m/z,15.61,567.4631,79104.81546
15.62_92.0240m/z,15.62,92.024,109.3309278
15.62_116.0242m/z,15.62,116.0242,237.4742268
15.62_118.0398m/z,15.62,118.0398,437.3061856
15.62_147.0665m/z,15.62,147.0665,392.2319588
15.62_163.0614m/z,15.62,163.0614,51.14020619
15.62_421.3692m/z,15.62,421.3692,1916.46701
15.62_477.3717m/z,15.62,477.3717,11146.29278
15.62_441.3951m/z,15.62,441.3951,18099.10309
15.62_443.4012m/z,15.62,443.4012,229.7876289
15.62_390.2687m/z,15.62,390.2687,5138.665979
15.63_309.1744m/z,15.63,309.1744,59982.29588
15.63_571.4977m/z,15.63,571.4977,9336.58866
15.63_469.2843m/z,15.63,469.2843,160601.9186
15.64_93.0079m/z,15.64,93.0079,23.70927835
15.64_122.0347m/z,15.64,122.0347,32.26082474
15.65_297.1531m/z,15.65,297.1531,100836.5072
15.65_425.3640m/z,15.65,425.364,28958.12474
15.65_427.3696m/z,15.65,427.3696,235.2041237
15.65_493.3902m/z,15.65,493.3902,33434.63093
15.65_843.5921m/z,15.65,843.5921,1060.678351
15.66_435.3481m/z,15.66,435.3481,1386.198969
15.66_353.2006m/z,15.66,353.2006,17217.86082
15.66_742.5391m/z,15.66,742.5391,25665.00309
15.67_295.2643m/z,15.67,295.2643,17783.7866
15.67_155.0351m/z,15.67,155.0351,53.66701031
15.68_707.4903m/z,15.68,707.4903,2329.653608
15.68_90.0083m/z,15.68,90.0083,116.1041237
15.68_92.0240m/z,15.68,92.024,65.08350515
15.68_122.0348m/z,15.68,122.0348,47.83505155
15.68_198.0776m/z,15.68,198.0776,154.4659794
15.68_225.0889m/z,15.68,225.0889,93.99793814
15.68_545.4213m/z,15.68,545.4213,29167.19072
15.69_557.3364m/z,15.69,557.3364,34990.88969
15.69_173.0821m/z,15.69,173.0821,87.0185567
15.70_186.0776m/z,15.7,186.0776,366.9979381
15.71_93.0080m/z,15.71,93.008,39.47628866
15.71_106.0284m/z,15.71,106.0284,12.6
15.71_116.0242m/z,15.71,116.0242,193.8762887
15.71_421.3690m/z,15.71,421.369,4044.83299
15.71_395.2473m/z,15.71,395.2473,492705.9588
15.71_457.3456m/z,15.71,457.3456,1886.008247
15.71_213.0147m/z,15.71,213.0147,26497.99691
15.71_451.3799m/z,15.71,451.3799,39676.60412
15.71_593.4786m/z,15.71,593.4786,733973.7938
15.72_519.4056m/z,15.72,519.4056,30424.86392
15.73_517.3898m/z,15.73,517.3898,4606.341237
15.73_537.4162m/z,15.73,537.4162,8559.26701
15.74_601.3625m/z,15.74,601.3625,13163.6866
15.74_90.0083m/z,15.74,90.0083,68.67835052
15.74_155.0352m/z,15.74,155.0352,59.09278351
15.74_168.9883m/z,15.74,168.9883,7673.208247
15.74_180.9885m/z,15.74,180.9885,5892.958763
15.75_297.2799m/z,15.75,297.2799,3352.435052
15.75_645.3888m/z,15.75,645.3888,5739.627835
15.76_144.0555m/z,15.76,144.0555,50.59587629
15.76_115.0023m/z,15.76,115.0023,568.728866
15.77_439.2733m/z,15.77,439.2733,237507.8495
15.77_517.2610m/z,15.77,517.261,11776.65979
15.77_186.0776m/z,15.77,186.0776,196.8041237
15.77_198.0778m/z,15.77,198.0778,103.7896907
15.77_365.2368m/z,15.77,365.2368,21928.16598
15.78_409.3689m/z,15.78,409.3689,5163.373196
15.78_501.3953m/z,15.78,501.3953,38639.88144
15.78_573.4524m/z,15.78,573.4524,284561.1474
15.78_467.3744m/z,15.78,467.3744,12657.90722
15.79_92.0240m/z,15.79,92.024,73.84226804
15.79_106.0279m/z,15.79,106.0279,11.47938144
15.79_106.0368m/z,15.79,106.0368,4.821649485
15.79_503.4113m/z,15.79,503.4113,13092.49588
15.79_539.4318m/z,15.79,539.4318,20654.78454
15.80_513.4161m/z,15.8,513.4161,6392.746392
15.80_530.3704m/z,15.8,530.3704,24059.8866
15.80_483.3000m/z,15.8,483.3,108090.8093
15.81_521.4212m/z,15.81,521.4212,67071.1299
15.82_93.0080m/z,15.82,93.008,18.08762887
15.82_513.3097m/z,15.82,513.3097,34349.41856
15.82_439.3794m/z,15.82,439.3794,15180.31856
15.83_418.2799m/z,15.83,418.2799,5029.961856
15.83_724.5271m/z,15.83,724.5271,5358.604124
15.83_842.5905m/z,15.83,842.5905,59536.62062
15.83_196.0244m/z,15.83,196.0244,36821.46392
15.83_333.2634m/z,15.83,333.2634,14105.14124
15.84_155.0352m/z,15.84,155.0352,73.09175258
15.84_170.0462m/z,15.84,170.0462,42.89381443
15.84_90.0083m/z,15.84,90.0083,174.3443299
15.84_134.0348m/z,15.84,134.0348,47.08350515
15.84_409.3689m/z,15.84,409.3689,3375.897938
15.85_369.3012m/z,15.85,369.3012,1551.337113
15.85_118.0398m/z,15.85,118.0398,420.0154639
15.86_157.0508m/z,15.86,157.0508,1565.341237
15.86_169.0510m/z,15.86,169.051,31.58969072
15.86_182.0463m/z,15.86,182.0463,40.94329897
15.86_213.0886m/z,15.86,213.0886,580.1865979
15.86_225.0889m/z,15.86,225.0889,215.1134021
15.86_351.2516m/z,15.86,351.2516,5523.968041
15.86_365.2674m/z,15.86,365.2674,23801.72577
15.87_341.2232m/z,15.87,341.2232,12844.26186
15.87_409.2631m/z,15.87,409.2631,9819.863918
15.87_427.3793m/z,15.87,427.3793,3018.042268
15.87_437.2580m/z,15.87,437.258,1320.445361
15.87_527.3260m/z,15.87,527.326,50788.86598
15.87_818.5489m/z,15.87,818.5489,1094157.408
15.87_519.4056m/z,15.87,519.4056,50684.88454
15.88_147.0664m/z,15.88,147.0664,170.6216495
15.88_148.0504m/z,15.88,148.0504,19.27731959
15.88_148.0617m/z,15.88,148.0617,57.00927835
15.88_160.0617m/z,15.88,160.0617,18.75051546
15.88_161.0822m/z,15.88,161.0822,32.98247423
15.88_200.0934m/z,15.88,200.0934,65.72371134
15.88_467.3743m/z,15.88,467.3743,2082.246392
15.88_517.3896m/z,15.88,517.3896,16288.08557
15.88_549.4527m/z,15.88,549.4527,3964.642268
15.88_617.5342m/z,15.88,617.5342,31780.3134
15.88_283.2515m/z,15.88,283.2515,1176.017526
15.88_283.3153m/z,15.88,283.3153,2523.017526
15.88_319.2410m/z,15.88,319.241,35582.96289
15.88_329.2700m/z,15.88,329.27,9089.385567
15.88_349.2419m/z,15.88,349.2419,11370.46082
15.88_383.1898m/z,15.88,383.1898,4683.924742
15.88_449.3638m/z,15.88,449.3638,30900.9433
15.88_495.4057m/z,15.88,495.4057,205188.3289
15.88_503.4110m/z,15.88,503.411,31446.41959
15.88_567.5357m/z,15.88,567.5357,251999.3113
15.88_575.4680m/z,15.88,575.468,72689.13196
15.88_589.5176m/z,15.88,589.5176,19541.2567
15.89_142.0399m/z,15.89,142.0399,25.24020619
15.89_144.0555m/z,15.89,144.0555,55.86907216
15.89_283.2138m/z,15.89,283.2138,2488.376289
15.89_285.2699m/z,15.89,285.2699,56721.91443
15.89_379.2523m/z,15.89,379.2523,5707.136082
15.89_439.3793m/z,15.89,439.3793,10838.08247
15.89_451.3797m/z,15.89,451.3797,71557.50722
15.89_475.3793m/z,15.89,475.3793,50152.27216
15.89_477.3955m/z,15.89,477.3955,10638.85361
15.89_521.4211m/z,15.89,521.4211,44460.58866
15.89_547.4368m/z,15.89,547.4368,16159.00722
15.89_567.4633m/z,15.89,567.4633,40494.23299
15.89_571.3519m/z,15.89,571.3519,21885.01443
15.89_591.4630m/z,15.89,591.463,46885.24536
15.89_615.3778m/z,15.89,615.3778,7801.121649
15.89_687.5786m/z,15.89,687.5786,25039.97732
15.89_729.6259m/z,15.89,729.6259,26285.64948
15.89_141.0194m/z,15.89,141.0194,47.29484536
15.89_159.0665m/z,15.89,159.0665,681.9
15.89_171.0666m/z,15.89,171.0666,698.2690722
15.89_183.0668m/z,15.89,183.0668,130.0597938
15.89_186.0776m/z,15.89,186.0776,357.728866
15.89_196.0621m/z,15.89,196.0621,105.7
15.89_198.0777m/z,15.89,198.0777,316.6257732
15.89_210.0778m/z,15.89,210.0778,196.6731959
15.89_237.0890m/z,15.89,237.089,186.5824742
15.89_569.4789m/z,15.89,569.4789,5630.717526
15.89_107.0367m/z,15.89,107.0367,5.183505155
15.89_325.2749m/z,15.89,325.2749,2399.841237
15.89_341.2696m/z,15.89,341.2696,29218.92371
15.89_523.4372m/z,15.89,523.4372,6626.397938
15.89_593.4787m/z,15.89,593.4787,821603.4639
15.90_116.0242m/z,15.9,116.0242,148.128866
15.90_134.0348m/z,15.9,134.0348,122.6113402
15.90_155.0352m/z,15.9,155.0352,82.0556701
15.91_351.2516m/z,15.91,351.2516,7194.403093
15.91_397.3324m/z,15.91,397.3324,15943.76082
15.91_433.3086m/z,15.91,433.3086,2317.156701
15.91_435.3482m/z,15.91,435.3482,9447.041237
15.91_471.3240m/z,15.91,471.324,1794.113402
15.91_593.5511m/z,15.91,593.5511,11994.78041
15.92_106.0282m/z,15.92,106.0282,30.79896907
15.92_120.0191m/z,15.92,120.0191,11.27525773
15.92_345.2569m/z,15.92,345.2569,3314.869072
15.92_501.3953m/z,15.92,501.3953,41990.32165
15.93_225.0889m/z,15.93,225.0889,102.3309278
15.93_311.2866m/z,15.93,311.2866,3826.489691
15.94_748.5293m/z,15.94,748.5293,71985.9268
15.95_577.3747m/z,15.95,577.3747,5181.931959
15.96_397.3688m/z,15.96,397.3688,31274.98144
15.96_433.3456m/z,15.96,433.3456,10374.01753
15.97_84.0076m/z,15.97,84.0076,498.5608247
15.97_493.3902m/z,15.97,493.3902,9651.385567
15.97_527.4315m/z,15.97,527.4315,3368.197938
15.97_802.5605m/z,15.97,802.5605,609352.3763
15.98_503.4111m/z,15.98,503.4111,48653.37216
15.98_828.5764m/z,15.98,828.5764,584520.8041
15.98_297.2799m/z,15.98,297.2799,2439.263918
15.98_327.1816m/z,15.98,327.1816,263.8824742
15.98_575.4682m/z,15.98,575.4682,99754.37423
15.99_118.0398m/z,15.99,118.0398,376.6670103
15.99_120.0555m/z,15.99,120.0555,1063.724742
15.99_210.0779m/z,15.99,210.0779,54.24742268
15.99_237.0891m/z,15.99,237.0891,133.8298969
15.99_529.4262m/z,15.99,529.4262,7895.096907
15.99_171.0666m/z,15.99,171.0666,1747.81134
15.99_198.0778m/z,15.99,198.0778,186.8536082
16.00_111.0075m/z,16,111.0075,2866.709278
16.00_159.0665m/z,16,159.0665,485.785567
16.00_186.0776m/z,16,186.0776,480.1206186
16.00_225.0890m/z,16,225.089,98.65463918
16.00_474.9642m/z,16,474.9642,1591.297938
16.00_488.3238m/z,16,488.3238,5080.480412
16.00_523.4372m/z,16,523.4372,6485.412371
16.00_121.0507m/z,16,121.0507,475.314433
16.00_107.0238m/z,16,107.0238,113.0020619
16.00_183.0666m/z,16,183.0666,364.3989691
16.00_526.2840m/z,16,526.284,8441.872165
16.01_92.0239m/z,16.01,92.0239,65.61134021
16.01_147.0665m/z,16.01,147.0665,212.585567
16.01_213.0885m/z,16.01,213.0885,802.4412371
16.01_335.2959m/z,16.01,335.2959,9390.584536
16.01_742.5393m/z,16.01,742.5393,12447.77629
16.01_313.1671m/z,16.01,313.1671,37.22886598
16.02_327.1843m/z,16.02,327.1843,114.9814433
16.02_439.3795m/z,16.02,439.3795,3756.02268
16.02_116.0242m/z,16.02,116.0242,430.7515464
16.02_155.0351m/z,16.02,155.0351,69.51134021
16.02_182.0462m/z,16.02,182.0462,65.28969072
16.02_816.5769m/z,16.02,816.5769,783370.0794
16.03_477.3953m/z,16.03,477.3953,29883.25258
16.03_131.0351m/z,16.03,131.0351,2233.664948
16.03_196.0621m/z,16.03,196.0621,45.04226804
16.03_333.2634m/z,16.03,333.2634,4573.137113
16.03_475.3793m/z,16.03,475.3793,2435.456701
16.03_521.4213m/z,16.03,521.4213,47687.27938
16.04_409.3115m/z,16.04,409.3115,466131.7701
16.04_411.3178m/z,16.04,411.3178,13480.11856
16.04_517.2611m/z,16.04,517.2611,33510.54639
16.04_120.0190m/z,16.04,120.019,16.99896907
16.05_122.0347m/z,16.05,122.0347,38.05154639
16.05_133.0395m/z,16.05,133.0395,136.0051546
16.05_566.3007m/z,16.05,566.3007,11730.19278
16.05_372.3041m/z,16.05,372.3041,1961.512371
16.05_844.6066m/z,16.05,844.6066,1973.425773
16.07_183.0666m/z,16.07,183.0666,259.8752577
16.07_313.1652m/z,16.07,313.1652,211.8247423
16.08_198.0778m/z,16.08,198.0778,117.8659794
16.08_225.0890m/z,16.08,225.089,162.443299
16.08_295.2643m/z,16.08,295.2643,2589.693814
16.08_580.3391m/z,16.08,580.3391,2873.335052
16.08_527.4315m/z,16.08,527.4315,3133.1
16.09_196.0244m/z,16.09,196.0244,34787.73299
16.11_198.0779m/z,16.11,198.0779,107.9896907
16.11_92.0239m/z,16.11,92.0239,129.0752577
16.11_844.6005m/z,16.11,844.6005,4013.024742
16.12_415.3220m/z,16.12,415.322,1382.124742
16.12_355.2858m/z,16.12,355.2858,3380.374227
16.12_451.3796m/z,16.12,451.3796,18103.0567
16.12_617.4762m/z,16.12,617.4762,45614.58247
16.13_595.4942m/z,16.13,595.4942,2432843.027
16.13_523.4372m/z,16.13,523.4372,5303.498969
16.14_155.0352m/z,16.14,155.0352,92.70309278
